4076|𨺅|𨺅||
4081|𨚈|𨚈||
4082|勞|勞||
4088|𦩻|𦩻||
4092|薓|薓||
4093|𦘣|𦘣||
4096|𠥓|𠥓||
4098|𦌳|𦌳||
4102|𠄊|𠄊||
4109|𥾀|𥾀||
4114|埶|埶||
4115|綦|綦||
4118|𤑔|𤑔||
4123|彔|彔|彔|彔
4124|𦍃|𦍃||
4130|𩏶|𩏶||
4131|𡓝|𡓝||
4139|夗|夗||
4140|𥀍|𥀍||
4143|彭|彭||
4144|尌|尌||
4148|𢿣|𢿣||
4159|鬒|鬒||
4161|𥮏|𥮏||
4163|号|号||
4167|𠛐|𠛐||
4171|𥉏|𥉏||
4181|𡬧|𡬧||
4183|貖|貖||
4184|髨|髨||
4185|𪗓|𪗓||
4189|𪏵|𪏵||
4196|𧯷|𧯷||
4198|塋|塋||
4202|𦻉|𦻉||
4207|氶|氶||
4211|寶|寶||
4212|馭|馭||
4213|𠸿|𠸿||
4218|敱|敱||
4221|𡡘|𡡘||
4225|𩙞|𩙞||
4226|𧢨|𧢨||
4228|𢴀|𢴀||
4229|𨞡|𨞡||
4235|善|善||
4236|𣫍|𣫍||
4240|藻|藻||
4241|辳|辳||
4243|綳|綳||
4247|𨜀|𨜀||
4249|𩭸|𩭸||
4252|𩕝|𩕝||
4253|囘|囘||
4254|𦵒|𦵒||
4258|豼|豼||
4259|殺|殺||
4260|𩱙|𩱙||
4262|𦎍|𦎍||
4263|𩠛|𩠛||
4271|𦗺|𦗺||
4272|苜|苜||
4277|𦮏|𦮏||
4279|鼙|鼙||
4287|嵒|嵒||
4288|𨝠|𨝠||
4291|𠞷|𠞷||
4293|𧫷|𧫷||
4295|劓|劓||
4296|𠭘|𠭘||
4304|栔|栔||
4305|𠂈|𠂈||
4307|𨚉|𨚉||
4309|聖|聖||
4310|魯|魯||
4312|𤰇|𤰇||
4315|𣪠|𣪠||
4318|𩫩|𩫩||
4321|𨙾|𨙾||
4322|汬|汬||
4328|𩫠|𩫠||
4334|湏|湏||
4335|竒|竒||
4338|𢓉|𢓉||
4339|奲|奲||
4340|𣀮|𣀮||
4341|𩞛|𩞛||
4342|鵰|鵰||
4347|𢾖|𢾖||
4354|𩰟|𩰟||
4357|縶|縶||
4359|𪐤|𪐤||
4360|𠟭|𠟭||
4361|卬|卬||
4362|𣔵|𣔵||
4370|葟|葟||
4372|𠣆|𠣆||
4373|𤮅|𤮅||
4377|𠔝|𠔝||
4381|獒|獒||
4384|釫|釫||
4389|𠐱|𠐱||
4393|𤏞|𤏞||
4394|茶|茶||
4396|𣫠|𣫠||
4397|臤|臤||
4400|𩱕|𩱕||
4403|創|創||
4404|𦚨|𦚨||
4412|𦋜|𦋜||
4413|𡥈|𡥈||
4420|𢍚|𢍚||
4424|辛|辛||
4427|羞|羞||
4428|厀|厀||
4436|𩥗|𩥗||
4437|騮|騮||
4438|𩢋|𩢋||
4439|𥭷|𥭷||
4441|𧅓|𧅓||
4448|茅|茅||
4450|𦪉|𦪉||
4455|𠝒|𠝒||
4456|丼|丼||
4460|甍|甍||
4463|䵞|䵞||
4472|𦥭|𦥭||
4475|𧳔|𧳔||
4476|𥩁|𥩁||
4488|䵅|䵅||
4489|卺|卺||
4491|𤖅|𤖅||
4492|嵒|嵒||
4494|鞇|鞇||
4497|舊|舊||
4499|羨|羨||
4507|𠜷|𠜷||
4509|篪|篪||
4513|髢|髢||
4519|羹|羹||
4528|耇|耇||
4531|羙|羙||
4532|奘|奘||
4541|𧹠|𧹠||
4544|囦|囦||
4555|𣮵|𣮵||
4556|䋣|䋣||
4557|胾|胾||
4559|𡢓|𡢓||
4562|蠲|蠲||
4564|羲|羲||
4566|䫃|䫃||
4567|𥁓|𥁓||
4568|𤊾|𤊾||
4569|瀪|瀪||
4570|𢏇|𢏇||
4575|監|監||
4576|𨑖|𨑖||
4579|萈|萈||
4581|𢙄|𢙄||
4590|𠁡|𠁡||
4605|美|美||
4609|𪎥|𪎥||
4615|𢴹|𢴹||
4622|孕|孕||
4623|𦉸|𦉸||
4629|羑|羑||
4630|䋩|䋩||
4633|𡈹|𡈹||
4634|布|布||
4639|𠠧|𠠧||
4642|羛|羛||
4644|制|制||
4650|堅|堅||
4654|豎|豎||
4666|𧈖|𧈖||
4672|𦽡|𦽡||
4674|𨵨|𨵨||
4675|𢼸|𢼸||
4678|null|null||
4680|鳳|鳳||
4698|羕|羕||
4702|𡏳|𡏳||
4708|𤔂|𤔂||
4712|疆|疆||
4713|䊸|䊸||
4714|𧧀|𧧀||
4715|𤔿|𤔿||
4716|𥬖|𥬖||
4720|𠥬|𠥬||
4725|叡|叡||
4726|圉|圉||
4727|耴|耴||
4735|冋|冋||
4736|𠩬|𠩬||
4737|𦨕|𦨕||
4739|殺|殺||
4740|𥢑|𥢑||
4743|兮|兮||
4747|𩈍|𩈍||
4748|𠨶|𠨶||
4755|劎|劎||
4757|𠕺|𠕺||
4759|𨘈|𨘈||
4761|𢧤|𢧤||
4764|𥊽|𥊽||
4765|薨|薨||
4768|澩|澩||
4769|𩳂|𩳂||
4771|𦕐|𦕐||
4778|拋|拋||
4781|𩱧|𩱧||
4782|𢑌|𢑌||
4803|䢽|䢽||
4804|𧾸|𧾸||
4805|鬮|鬮||
4806|睪|睪||
4809|𢲕|𢲕||
4811|抑|抑||
4813|鱕|鱕||
4816|𡬹|𡬹||
4824|𥞝|𥞝||
4826|恆|恆||
4838|𦞅|𦞅||
4841|衇|衇||
4844|晨|晨||
4853|𠥫|𠥫||
4856|冒|冒||
4857|𨚇|𨚇||
4861|𩅟|𩅟||
4862|辭|辭||
4864|蜀|蜀||
4866|𠜜|𠜜||
4871|𩓣|𩓣||
4880|𠕪|𠕪||
4883|爰|爰||
4884|鵜|鵜||
4885|冟|冟||
4887|𢴨|𢴨||
4888|鷽|鷽||
4891|星|星||
4895|𠕬|𠕬||
4901|嵇|嵇||
4902|𡁅|𡁅||
4903|繛|繛||
4905|曷|曷||
4906|𠄢|𠄢||
4907|𨼇|𨼇||
4910|扝|扝||
4911|𪐗|𪐗||
4912|䖤|䖤||
4915|朢|朢||
4920|𨛿|𨛿||
4921|雱|雱||
4923|𪏽|𪏽||
4928|𢭆|𢭆||
4932|廾|廾||
4942|上|上||
4954|卬|卬||
4957|𦇻|𦇻||
4962|𠍧|𠍧||
4971|夢|夢||
4972|𦅓|𦅓||
4978|蔑|蔑||
4986|學|學||
4989|𩱫|𩱫||
4992|𦒻|𦒻||
4996|嶨|嶨||
4997|𤕣|𤕣||
4999|𣰋|𣰋||
5004|𦈁|𦈁||
5010|對|對||
5014|業|業||
5015|𩠹|𩠹||
5021|𨞏|𨞏||
5026|𧼉|𧼉||
5037|摭|摭||
5038|挩|挩||
5042|𧪴|𧪴||
5047|弱|弱||
5048|鼐|鼐||
5052|𡏬|𡏬||
5053|掱|掱||
5057|𧖸|𧖸||
5063|曼|曼||
